firm	ano	state	industry
2354762	2010	SP	52159
2354793	2008	SP	52418
2354711	2010	SP	50423
2354743	2005	SP	45217
2354819	2009	SP	50202
2354759	2005	SP	52710
292345	2009	DF	55131
6800880	2005	SP	93041
2354678	2008	SP	52493
2354631	2006	SP	92614
2354800	2007	SP	50202
6943148	2008	SP	71404
3134301	2009	SP	74209
6934575	2005	SP	93025
2354810	2010	SP	45420
2354745	2010	SP	67199
2354730	2010	SP	85111
3658297	2008	SP	74993
2354780	2010	SP	52418
6872886	2006	SP	52493
7374822	2006	SP	55220
2354726	2007	SP	70327
2354702	2010	SP	52442
2354670	2008	SP	52493
2354714	2007	SP	52493
2354822	2005	SP	52442
2354774	2010	SP	50202
6781079	2006	SP	74993
2354640	2005	SP	50300
6872886	2005	SP	52493
2354736	2007	SP	85154
3658298	2010	SP	70327
2354738	2009	SP	85138
2354806	2009	SP	45128
2354736	2009	SP	85154
6824007	2006	SP	52450
2354755	2008	SP	92614
2354733	2009	SP	74993
7963835	2006	SP	51195
2354624	2006	SP	74209
7374820	2007	SP	52442
292327	2010	DF	55212
2354629	2006	SP	74500
2354807	2006	SP	67202
2354807	2008	SP	67202
4834778	2006	SP	74993
3134312	2007	SP	52493
6949255	2005	SP	52493
2354750	2009	SP	52795
2354746	2007	SP	52442
2354630	2007	SP	52442
292348	2006	DF	52434
2354793	2009	SP	52418
3281545	2006	DF	15954
2354692	2009	SP	52450
7984458	2006	SP	55212
2354827	2005	SP	25291
8071295	2007	MG	85138
2354724	2006	SP	52493
2354803	2005	SP	52418
3134310	2008	SP	55220
2354703	2005	SP	52442
2354698	2005	SP	50415
6781081	2005	SP	52450
2354827	2009	SP	25291
2354702	2007	SP	52442
2354813	2010	SP	52442
6943148	2005	SP	71404
2354707	2010	SP	52426
2354654	2010	SP	45420
2354708	2010	SP	26301
2354779	2006	SP	52493
2354702	2006	SP	52442
2354660	2009	SP	92614
2354666	2005	SP	45217
6768054	2006	SP	52329
2354743	2008	SP	45217
2354640	2006	SP	50300
2354797	2009	SP	52418
2354679	2006	SP	64114
2354682	2007	SP	15210
2354727	2006	SP	85316
7144614	2005	SP	20222
2354765	2009	SP	50415
2354775	2005	SP	52442
2354662	2009	SP	52710
6688247	2005	SP	74993
2354742	2007	SP	51470
2354679	2010	SP	64114
2148482	2009	SC	95001
2354625	2008	SP	85138
2354828	2007	SP	52248
2354643	2006	SP	80144
2354827	2008	SP	25291
2354709	2005	SP	52450
292349	2005	DF	50504
6768059	2006	SP	60267
6949256	2005	SP	52450
2354717	2009	SP	55220
2354827	2007	SP	25291
2354779	2008	SP	52493
2354684	2005	SP	52230
3134313	2005	SP	52329
3134315	2008	SP	52132
2354662	2008	SP	52710
2354696	2005	SP	55220
2354731	2010	SP	80993
4259880	2005	SP	74403
8169837	2008	BA	1112
292334	2008	DF	52299
2354696	2007	SP	55220
30003	2006	TO	74993
2354656	2010	SP	74110
2354687	2010	SP	25194
2354671	2007	SP	52329
2354796	2006	SP	74993
2354825	2006	SP	52132
2354647	2008	SP	93017
2354773	2008	SP	52493
2354809	2008	SP	52230
7888089	2005	PR	85138
2354687	2005	SP	25194
3134317	2008	SP	52493
3134313	2006	SP	52329
2354826	2005	SP	52493
2354743	2009	SP	45217
2354774	2007	SP	50202
2354803	2007	SP	52418
2354829	2006	SP	52329
3134301	2006	SP	63215
8138470	2007	PR	1112
292327	2009	DF	55212
2354660	2008	SP	92614
2354648	2006	SP	50300
2354806	2008	SP	45128
2354705	2005	SP	52329
2354763	2006	SP	52469
2354636	2009	SP	85138
2354713	2006	SP	29246
2354828	2006	SP	52248
2354746	2006	SP	52442
2354819	2008	SP	50202
2354677	2010	SP	55220
2354790	2010	SP	52493
6800880	2007	SP	52493
2354718	2005	SP	72290
2354698	2009	SP	50415
2354677	2008	SP	55220
2354764	2005	SP	21415
2354647	2010	SP	93017
2354750	2005	SP	52493
2354733	2005	SP	74993
2354712	2009	SP	22195
2354807	2009	SP	67202
5296083	2006	SP	52493
6812588	2005	SP	52159
2354670	2010	SP	52493
2354833	2008	SP	33103
2354810	2005	SP	45420
2354674	2007	SP	19313
6738617	2007	SP	52469
2354764	2010	SP	21415
