firm	ano	worker	rem	horas	exp	idade	edu	sex
2354804	2010	34062897	1.9400001	44	40	22	17	M
2354804	2010	34062898	2.3099999	44	44	22	16	M
2354804	2010	34062899	3.1500001	44	14	36	13	F
2354804	2010	34062900	1.37	44	20	59	12	M
2354804	2010	34062901	1.6	44	19	55	15	F
2354804	2010	34062902	2.5899999	44	5	21	14	M
2354804	2010	34062903	1.52	40	21.799999	23	14	M
2354804	2010	34062904	2.49	44	29	41	15	M
2354804	2010	34062905	4.4000001	44	14	21	14	M
2354804	2010	34062906	1.5599999	40	25.700001	20	14	M
2354804	2010	34062907	2.6600001	44	48	22	15	M
2354804	2010	34062908	2.3399999	44	31	20	15	M
2354804	2010	34062909	2.1099999	44	36	19	14	M
2354804	2010	34062910	1.75	44	19	20	17	F
2354804	2010	34062911	2.47	44	25	21	16	M
2354804	2010	34062912	1.16	44	17	22	17	F
2354804	2010	34062913	3.22	44	14	21	17	M
2354804	2010	34062914	1.41	44	23	19	16	M
2354804	2010	34062915	1.6	44	33.200001	20	16	M
2354804	2010	34062916	1.27	44	12	20	17	F
2354804	2010	34062917	1.7	44	35	22	18	F
2354804	2010	34062918	1.76	44	21	27	14	M
2354804	2010	34899526	1.71	44	82	25	15	M
2354804	2010	35018810	1.76	44	29	23	17	M
2354804	2010	35018981	1.8200001	44	26	20	17	M
2354804	2010	35106121	3.49	44	132	31	15	M
2354804	2010	35275756	.72000003	44	133	32	16	M
2354804	2010	35691860	1.25	44	70	33	17	F
2354804	2010	35794664	1.55	44	39.900002	27	17	M
2354804	2010	35946727	1.12	44	27	18	14	M
2354804	2010	36404536	1.54	44	59	35	12	M
2354804	2010	36486910	2.0999999	44	141	31	17	M
2354804	2010	36661816	1.83	44	8	31	17	M
2354804	2010	37432046	1.38	44	50	20	15	M
2354804	2010	38391064	1.6799999	44	26	22	14	M
2354804	2010	39111051	1.65	44	65	25	15	M
2354804	2010	39111090	1.61	44	117	26	14	M
2354804	2010	40785759	1.76	44	94	28	17	M
2354804	2010	40786022	1.98	44	36	20	16	M
2354804	2010	41452705	2.3499999	44	90	25	16	M
2354804	2010	43985232	1.54	44	34	26	16	M
2354804	2010	44230254	1.1	44	28	21	16	M
2354804	2010	44406091	1.61	44	21	22	17	F
2354804	2010	44553753	1.95	44	119	54	12	M
2354804	2010	44591097	1.51	44	95	27	18	M
2354804	2010	44667821	1.49	44	18	51	14	M
2354804	2010	44798382	2.6600001	44	77	35	14	M
2354804	2010	44965942	1.8200001	44	118	36	14	M
2354804	2010	44974498	1.95	44	29	32	12	M
2354804	2010	44981710	.40000001	44	38	30	16	M
2354804	2010	45231640	1.34	44	36.599998	32	17	M
2354804	2010	45574879	1.96	44	32	31	17	F
2354804	2010	45593906	3.9200001	44	190	51	14	M
2354804	2010	45724068	1.3099999	44	58	34	14	M
2354804	2010	45951048	1.23	44	14	33	17	F
2354804	2010	46469821	1.97	44	164	51	15	M
2354804	2010	46548714	2.26	44	28	23	15	M
2354804	2010	46548716	1.23	44	25	21	17	M
2354804	2010	46735218	1.64	44	134.7	43	17	M
2354804	2010	46735402	1.9400001	44	70	25	15	M
2354804	2010	47022219	1.89	44	140	31	15	M
2354804	2010	47036751	1.8200001	44	85	26	17	F
2354804	2010	47082257	1.3	44	71	31	12	M
2354804	2010	47128193	1.78	44	79	44	15	M
2354804	2010	47171690	2.25	44	155	44	14	M
2354804	2010	47181320	1.23	44	52	33	12	M
2354804	2010	52077686	1.2	44	2	18	15	M
2354804	2010	52902317	1.4400001	44	11	22	14	M
2354804	2010	52994881	1.35	44	6	19	12	M
2354804	2010	53135141	1.71	44	118	38	17	M
2354804	2010	53135142	1.75	44	29	35	13	M
2354804	2010	53135143	2.4400001	44	6	17	15	M
2354804	2010	53135144	1.23	44	2	35	15	F
2354804	2010	53135145	1.12	44	7	43	15	F
2354804	2010	53135146	1.23	44	1	19	17	M
2354804	2010	53135147	2.25	44	6	45	13	M
2354804	2010	53135148	1.46	44	4	18	14	M
2354804	2010	53135149	2.23	44	8	20	15	M
2354804	2010	53135150	1.59	44	4	17	15	M
2354804	2010	53135151	1.3200001	44	3	25	17	M
2354804	2010	53135152	1.59	44	11	22	17	M
2354804	2010	53135153	1.37	44	9	17	16	M
2354804	2010	53135154	1.23	44	1	25	14	F
2354804	2010	53315920	1.61	44	5	18	14	M
2354804	2010	53842780	2.9400001	44	159	42	18	M
2354804	2010	53842781	1.6	44	90	42	12	F
2354804	2010	53842782	1.83	44	110	42	12	M
2354804	2010	53842783	1.62	44	61	39	12	F
2354804	2010	53842784	1.62	44	45	37	12	F
2354804	2010	53842785	1.51	44	163	52	15	F
2354804	2010	53842786	2.22	44	41	31	14	M
2354804	2010	53842787	1.3	44	12	20	15	M
2354804	2010	53842788	1.89	44	10	22	17	M
2354804	2010	53842789	1.4400001	44	12	16	13	M
2354804	2010	53842790	1.63	44	6	23	12	F
2354804	2010	53842791	1.35	44	12	17	14	M
2354804	2010	53842792	1.96	44	9	19	18	F
2354804	2010	53842793	2.4000001	44	26	28	17	M
2354804	2010	53842794	1.35	44	9	18	15	M
2354804	2010	100345396	1.63	44	8	28	13	M
2354804	2010	100560853	2.1400001	44	104.3	52	14	M
2354804	2010	101941316	1.86	44	10	28	17	M
2354804	2010	103950581	1.39	44	44	45	16	F
2354804	2010	104336928	1.23	44	11	20	14	M
2354804	2010	106342274	3.28	44	110	34	14	M
2354804	2010	106507147	1.23	44	94	47	13	M
2354804	2010	109090183	1.65	44	98	39	16	M
2354804	2010	109456263	1.47	44	15	35	16	F
2354804	2010	109574541	1.23	44	57.799999	53	13	M
2354804	2010	111836240	1.46	44	20	24	13	M
2354804	2010	113023574	1.77	44	69	25	17	M
2354804	2010	113728880	2.3	44	51	25	17	M
2354804	2010	114069111	2.2	44	23	41	15	M
2354804	2010	114155452	1.84	44	49	34	17	M
2354804	2010	114761976	1.03	44	17	19	12	M
2354805	2005	34062919	2.3800001	44	35	53	15	F
2354805	2006	34062919	2.1600001	44	47	54	15	F
2354805	2007	34062919	2.0899999	44	59	55	15	F
2354805	2008	34062919	2.1600001	44	66	56	15	F
2354805	2009	34062919	1.8200001	44	74	57	15	F
2354805	2010	34062919	1.76	44	86	58	15	F
2354806	2006	34062920	2.05	44	106	51	15	M
2354806	2006	42005281	1.72	44	11	24	15	M
2354806	2007	34062920	2.05	44	109	52	16	M
2354806	2007	34062920	1.99	44	109	52	15	M
2354806	2007	42005281	1.8	44	18	25	15	M
2354806	2008	44400569	1.9299999	44	81	37	13	M
2354806	2009	34062920	1.97	44	126	54	17	M
2354806	2009	44400569	1.76	44	86	38	13	M
2354806	2010	34062920	1.76	44	133	55	17	M
2354807	2005	34062921	2.5999999	40	137.39999	32	16	F
2354807	2005	34062922	3.3699999	44	112	26	17	F
2354807	2005	34062924	2.55	44	54	23	16	F
2354807	2005	44530783	2.6300001	44	43	27	16	M
2354807	2006	34062921	2.3199999	40	148.3	33	16	F
2354807	2006	34062922	3.25	44	118	27	17	F
2354807	2006	34062923	2.1400001	44	63.799999	28	17	F
2354807	2006	34062924	2.3800001	44	66	24	16	F
2354807	2006	44530783	2.4200001	44	55	28	16	M
2354807	2007	34062921	2.3	40	159.3	34	16	F
2354807	2007	34062923	2.0799999	44	75.800003	29	17	F
2354807	2007	34062924	2.21	44	78	25	16	F
2354807	2007	43404164	2.01	44	63	31	16	F
2354807	2007	44530783	2.54	44	58	29	16	M
2354807	2008	34062921	2.25	40	167.39999	35	16	F
2354807	2008	34062923	2.03	44	87.800003	30	17	F
2354807	2008	34062924	2.1099999	44	90	26	16	F
2354807	2008	38758048	1.97	44	48.099998	28	17	F
2354807	2008	53169110	1.4400001	44	2	19	17	F
2354807	2009	34062921	2.6900001	44	176.39999	36	17	F
2354807	2009	34062922	2.1199999	44	152	30	17	F
2354807	2009	34062923	2.9200001	44	99.800003	31	17	F
2354807	2009	34062924	2.96	44	102	27	16	F
2354807	2010	34062921	2.77	44	188.39999	37	17	F
2354807	2010	34062922	2.3099999	44	164	31	17	F
2354807	2010	34062923	2.51	44	111.8	32	17	F
2354807	2010	34062924	3.21	44	110	28	16	F
2354807	2010	39602938	1.21	44	20.9	18	17	F
2354808	2005	37608686	2.3	44	119	56	17	M
2354808	2005	37779674	2.0999999	44	113	39	17	M
2354808	2005	100752680	2.4000001	44	91	46	12	M
2354808	2006	37779674	2.1300001	44	117	40	17	M
2354808	2006	61942326	1.8099999	44	12	23	18	F
2354808	2006	100752680	2.1300001	44	103	47	12	M
2354808	2007	37779674	1.9400001	44	122	41	16	M
2354808	2007	61942326	1.14	44	21	24	18	F
2354808	2007	100752680	2.3900001	44	115	48	12	M
2354808	2008	37779674	1.9400001	44	124	42	16	M
2354808	2008	53683629	1.46	44	27	23	17	F
2354808	2008	100752680	2.4300001	44	127	49	12	M
2354808	2009	100752680	2.3299999	44	139	50	12	M
2354808	2010	100752680	2.23	44	151	51	12	M
2354809	2005	34062925	1.92	44	70	46	15	F
2354809	2005	76379365	1.05	44	94	32	15	F
2354809	2006	34062925	1.63	44	82	47	15	F
2354809	2006	76379365	1.12	44	106	33	15	F
2354809	2007	34062925	1.47	44	94	48	15	F
2354809	2007	76379365	1.4400001	44	115	34	15	F
2354809	2008	34062925	1.01	44	106	49	15	F
2354809	2009	34062925	1.1900001	44	118	50	15	F
2354809	2010	34062925	1.05	44	130	51	15	F
2354810	2005	10291045	2.4300001	44	65	28	16	M
2354810	2005	33789364	1.86	44	23	22	16	M
2354810	2005	34062928	2	44	40	24	15	M
2354810	2005	34062929	1.95	44	28	18	16	M
2354810	2005	35629297	2	44	57	33	16	M
2354810	2005	36349670	1.86	44	11	19	15	M
2354810	2005	37777483	1.91	44	32	35	15	F
2354810	2005	38492835	1.86	44	34	25	15	M
2354810	2005	44017553	1.79	44	11	19	16	M
2354810	2005	44400570	1.86	44	42	54	16	M
2354810	2005	44665824	1.86	44	40	22	15	M
2354810	2005	45920027	1.86	44	37	30	16	M
2354810	2005	54144381	1.91	44	51.599998	47	16	M
2354810	2005	61135391	1.86	44	11	19	14	M
2354810	2005	112639758	2	44	74	27	15	M
2354810	2006	10291045	1.92	44	77	29	16	M
2354810	2006	33789364	1.6900001	44	32	24	16	M
2354810	2006	34062928	2.0899999	44	42	25	15	M
2354810	2006	34062929	2.8900001	44	36	19	17	M
2354810	2006	35629297	1.8	44	67	34	16	M
2354810	2006	36349670	1.75	44	18	20	15	M
2354810	2006	36779372	1.65	44	32	41	14	M
2354810	2006	37131970	1.66	44	151	47	14	M
2354810	2006	37777483	1.67	44	44	36	15	F
2354810	2006	38429992	1.6	44	3	17	14	M
2354810	2006	38492835	1.7	44	41	26	15	M
2354810	2006	40661110	1.66	44	77	37	14	M
2354810	2006	44017553	1.79	44	18.700001	20	16	M
2354810	2006	44400570	1.67	44	54	55	16	M
2354810	2006	44665824	1.92	44	52	23	15	M
2354810	2006	45920027	1.75	44	46	31	16	M
2354810	2006	53171519	1.65	44	3	18	15	M
2354810	2006	54144381	1.95	44	53.599998	48	16	M
2354810	2006	61135391	1.74	44	20	20	14	M
2354810	2006	75292263	1.65	44	3	34	15	F
2354810	2006	108867722	1.6	44	24	28	15	M
2354810	2006	112052392	1.65	44	24	39	14	M
2354810	2006	112639758	1.8	44	86	28	15	M
2354810	2007	10291045	3.24	44	89	30	16	M
2354810	2007	34062926	0	44	29	32	14	M
2354810	2007	34062929	2.9200001	44	48	20	17	M
2354810	2007	36779372	1.7	44	44	42	14	M
2354810	2007	37131970	1.5700001	44	159	48	14	M
2354810	2007	37777483	1.74	44	56	37	15	F
2354810	2007	38429992	1.5	44	11	18	14	M
2354810	2007	44400570	1.62	44	66	56	16	M
2354810	2007	53171519	1.65	44	9	19	15	M
2354810	2007	66614971	1.52	44	21	49	13	M
2354810	2007	73058836	1.54	44	77	39	13	M
2354810	2007	75292263	1.92	44	15	35	15	F
2354810	2007	108867722	1.58	44	36	29	15	M
2354810	2007	112639758	1.74	44	98	29	15	M
2354810	2008	34062926	0	44	41	33	14	M
2354810	2008	34062928	1.8099999	44	54	27	15	M
2354810	2008	34062929	2.9400001	44	60	21	17	F
2354810	2008	37777483	2.6900001	44	63	38	15	F
2354810	2008	44400570	1.5599999	44	78	57	16	M
2354810	2008	75292263	2.8399999	44	22	36	15	F
2354810	2008	108867722	1.85	44	48	30	15	M
2354810	2008	112639758	2.78	44	110	30	15	M
2354810	2009	34062926	0	44	53	34	14	M
2354810	2009	34062927	1.78	44	11	32	15	F
2354810	2009	34062928	2.29	44	66	28	15	M
2354810	2009	34062929	2.9100001	44	72	22	17	F
2354810	2009	34062930	1.5	44	9	19	15	M
2354810	2009	44400570	1.47	44	84	58	16	M
2354810	2009	108867722	2.3499999	44	60	31	15	M
2354810	2009	112639758	2.99	44	122	31	15	M
2354810	2010	34062926	0	44	65	35	14	M
2354810	2010	34062927	1.71	44	20	33	15	F
2354810	2010	34062928	2.1400001	44	69	29	15	M
2354810	2010	34062929	2.9300001	44	81	23	17	F
2354810	2010	34062930	1.45	44	21	20	15	M
2354810	2010	53135155	1.5599999	44	64	40	15	M
2354810	2010	108867722	2.1600001	44	64	32	15	M
2354811	2005	34062931	1.79	44	58	50	15	M
2354811	2005	34062935	1.6799999	44	21	21	17	F
2354811	2005	34062940	1.6900001	44	24	20	15	F
2354811	2005	34062941	1.6900001	44	23	30	15	F
2354811	2005	34604777	1.91	44	69	24	15	M
2354811	2005	38386368	2.01	44	119	47	13	M
2354811	2005	39921049	2.6800001	44	97	23	15	F
2354811	2005	40085703	1.66	44	18	20	16	M
2354811	2005	43818789	2.4200001	44	72	30	13	M
2354811	2005	54423619	1.53	44	7	18	15	F
2354811	2005	54724038	1.85	44	106	39	15	F
2354811	2005	75597019	1.61	44	17	30	17	F
2354811	2006	8237228	1.38	44	7	20	15	F
2354811	2006	34062931	1.6799999	44	70	51	15	M
2354811	2006	34062935	1.38	44	33	22	17	F
2354811	2006	34062940	1.54	44	36	21	15	F
2354811	2006	34062941	1.78	44	27	31	15	F
2354811	2006	40085703	1.47	44	30	21	16	M
2354811	2006	43818789	13.5	44	79	31	15	M
2354811	2006	54423619	1.48	44	19	19	15	F
2354811	2006	54724038	1.85	44	115	40	15	F
2354811	2006	75597019	1.52	44	29	31	17	F
2354811	2007	8237228	1.4400001	44	19	21	15	F
2354811	2007	34062931	1.61	44	82	52	15	M
2354811	2007	34062934	1.38	44	55	24	15	F
2354811	2007	34062935	1.47	44	45	23	17	F
2354811	2007	34062936	1.5700001	44	23.4	20	15	M
2354811	2007	34062940	1.5	44	48	22	15	F
2354811	2007	34062941	1.34	44	35	32	15	F
2354811	2007	40085703	1.48	44	42	22	16	M
2354811	2007	44400572	1.36	44	15.2	23	15	F
2354811	2007	54423619	1.46	44	31	20	15	F
2354811	2007	75597019	1.89	44	33	32	17	F
2354811	2008	8237228	1.4299999	44	20	22	15	F
2354811	2008	34062931	1.6	44	94	53	15	M
2354811	2008	34062932	1.25	44	50	31	15	F
2354811	2008	34062933	1.29	44	65	24	17	F
2354811	2008	34062934	1.35	44	67	25	15	F
2354811	2008	34062935	1.45	44	57	24	17	F
2354811	2008	34062936	1.6	44	35.400002	21	15	M
2354811	2008	34062940	1.4400001	44	60	23	15	F
2354811	2008	34062941	1.35	44	47	33	15	F
2354811	2008	39699939	1.29	44	90	43	15	F
2354811	2008	40085703	1.48	44	52.599998	23	16	M
2354811	2008	44400572	1.33	44	27.200001	24	15	F
2354811	2008	54423619	1.4	44	35	21	15	F
2354811	2009	34062931	1.53	44	106	54	15	M
2354811	2009	34062932	1.28	44	62	32	15	F
2354811	2009	34062933	1.28	44	77	25	17	F
2354811	2009	34062934	1.3200001	44	79	26	15	F
2354811	2009	34062935	1.37	44	69	25	17	F
2354811	2009	34062936	1.54	44	47.400002	22	15	M
2354811	2009	34062937	1.48	44	29	21	17	M
2354811	2009	34062938	1.22	44	9	20	17	F
2354811	2009	34062939	1.23	44	19	31	17	F
2354811	2009	34062940	1.4299999	44	72	24	15	F
2354811	2009	34062941	1.33	44	59	34	15	F
2354811	2009	39699939	1.1900001	44	101.5	44	15	F
2354811	2009	44400571	1.23	44	42	25	17	F
2354811	2009	44400572	1.34	44	32.200001	25	15	F
2354811	2009	44400573	1.49	44	8	25	17	F
2354811	2010	34062931	1.46	44	118	55	15	M
2354811	2010	34062932	1.3	44	65	33	15	F
2354811	2010	34062933	1.15	44	78	26	17	F
2354811	2010	34062934	1.4400001	44	85	27	15	F
2354811	2010	34062935	1.37	44	81	26	17	F
2354811	2010	34062936	1.48	44	55.400002	23	15	M
2354811	2010	34062937	1.48	44	41	22	17	M
2354811	2010	34062938	1.28	44	16	21	17	F
2354811	2010	34062939	1.1900001	44	31	32	17	F
2354811	2010	34062940	1.37	44	84	25	15	F
2354811	2010	34062941	1.48	44	71	35	15	F
2354811	2010	44572107	1.12	44	22.9	20	17	F
2354811	2010	45707513	1.12	44	161	30	17	F
2354811	2010	45707514	1.2	44	21	19	17	F
2354811	2010	46072652	1.2	44	100	25	17	F
2354811	2010	53842795	.67000002	44	10	42	15	F
2354811	2010	53842796	1.46	44	121.2	32	17	F
2354811	2010	53842797	1.1900001	44	10	19	17	F
2354812	2005	34893033	1.67	44	32.299999	25	17	M
2354812	2005	38798796	2.71	44	132	43	17	M
2354812	2005	39693092	1.86	44	41.5	32	17	F
2354812	2005	41200553	2.0999999	44	88.599998	30	17	F
2354812	2005	41302627	4.1100001	44	69	45	17	M
2354812	2005	44074022	1.65	44	56	21	17	F
2354812	2005	45908858	1.86	44	45.200001	24	17	F
2354812	2005	46955066	1.8099999	44	45.5	41	17	M
2354812	2005	53596591	1.7	44	70	41	17	M
2354812	2005	60811397	1.65	44	33.700001	25	18	F
2354812	2005	68978456	1.61	44	32	44	16	F
2354812	2005	71844297	1.66	44	131	41	17	F
2354812	2005	74538145	3.6099999	44	21	32	17	F
2354812	2005	77616913	1.5700001	44	60	28	17	M
2354812	2005	79650370	1.42	44	106	54	17	F
2354812	2005	83185318	1.79	44	46.200001	26	17	F
2354812	2005	85990417	1.66	44	20	22	18	F
2354812	2005	102829540	1.66	44	22	38	17	F
2354812	2005	107197534	1.3200001	44	12	29	17	F
2354812	2006	38798796	3.8900001	44	137	44	17	M
2354812	2006	45908858	2.98	44	54.200001	25	17	F
2354812	2006	53596591	2.6900001	44	82	42	17	M
2354812	2006	54086146	1.42	44	13	22	17	M
2354812	2006	68978456	1.5700001	44	35	45	16	F
2354812	2006	74538145	3.8199999	44	33	33	17	F
2354812	2006	79650370	1.3099999	44	118	55	17	F
2354812	2006	85990417	1.58	44	28	23	18	F
2354812	2007	53596591	2.52	44	94	43	17	M
2354812	2007	54086146	1.35	44	21	23	17	M
2354812	2007	74538145	3.8099999	44	40	34	17	F
2354812	2007	79650370	1.4299999	44	130	56	17	F
2354812	2008	34062942	1.4400001	44	4	48	16	F
2354812	2008	35572490	1.6799999	44	26	27	17	F
2354812	2008	44400574	1.2	44	4	20	17	F
2354812	2008	53596591	2.53	44	106	44	17	M
2354812	2008	79650370	1.46	44	137	57	17	F
2354812	2009	34062942	1.36	44	16	49	16	F
2354812	2009	35572490	1.53	44	38	28	17	F
2354812	2009	44400574	1.09	44	10	21	17	F
2354812	2010	34062942	1.24	44	24	50	16	F
2354813	2005	34062943	1.75	44	113	51	14	M
2354813	2005	34062944	1.71	44	99	35	14	M
2354813	2005	42023772	3.1700001	44	105	38	15	M
2354813	2005	43197450	2.1300001	44	112	41	14	M
2354813	2005	60378499	2.6099999	44	55	43	14	M
2354813	2005	61164448	2.5899999	44	79	49	14	M
2354813	2005	69058141	2.1800001	44	32	43	14	F
2354813	2005	69543547	1.99	44	51	38	15	M
2354813	2006	34062944	1.5599999	44	111	36	14	M
2354813	2006	43197450	2.1800001	44	124	42	14	M
2354813	2006	60378499	2.27	44	67	44	14	M
2354813	2006	69543547	1.77	44	63	39	15	M
2354813	2007	34062943	1.48	44	125	53	14	M
2354813	2007	34062944	1.52	44	123	37	14	M
2354813	2007	43197450	2.1199999	44	136	43	14	M
2354813	2007	60378499	2.23	44	77	45	14	M
2354813	2007	69543547	1.8200001	44	71	40	15	M
2354813	2008	34062943	1.4400001	44	137	54	14	M
2354813	2008	34062944	1.47	44	135	38	14	M
2354813	2009	34062943	1.46	44	149	55	14	M
2354813	2009	34062944	1.42	44	147	39	14	M
2354813	2010	34062943	1.48	44	156	56	14	M
2354813	2010	34062944	1.47	44	153	40	14	M
2354815	2005	44869572	2.02	44	47	25	15	M
2354815	2005	45662645	1.95	44	15	36	15	M
2354815	2005	61258528	2.4200001	44	56	24	17	M
2354815	2005	80501635	2.4200001	44	105	44	19	M
2354815	2005	111493119	1.53	44	70	29	15	M
2354815	2005	114673130	1.91	44	102	54	17	F
2354815	2006	44869572	2.1099999	44	51	26	15	M
2354815	2006	45662645	2.02	44	18	37	15	M
2354815	2006	61258528	2.4200001	44	59	25	17	M
2354815	2006	80501635	2.4200001	44	108	45	19	M
2354815	2006	114673130	2.1400001	44	105	55	17	F
2354815	2009	34062946	1.63	44	158	40	17	F
2354815	2009	34062947	1.63	44	93	43	17	M
2354815	2009	34062948	1.63	44	115	40	19	M
2354815	2009	34062949	1.62	44	39	42	17	F
2354815	2009	34062950	1.62	44	104	44	16	M
2354815	2009	34062951	1.63	44	17	39	17	F
2354815	2009	34062952	1.64	44	88	27	16	M
2354815	2009	34062953	1.63	44	46	24	17	M
2354815	2009	34062954	1.6	44	24	24	17	M
2354815	2009	34062955	1.61	44	49	30	17	F
2354815	2009	34062956	1.63	44	36	21	16	M
2354815	2009	34062957	1.63	44	39	26	17	M
2354815	2009	44400575	1.63	44	167	35	17	F
2354815	2009	44400576	1.63	44	8	28	17	M
2354815	2009	44400577	1.41	44	13.5	20	17	M
2354815	2009	110185715	1.63	44	126	34	16	M
2354815	2009	112313051	1.59	44	66	26	17	M
2354815	2010	34062946	1.86	44	170	41	17	F
2354815	2010	34062947	1.9400001	44	105	44	17	M
2354815	2010	34062948	2.3399999	44	127	41	19	M
2354815	2010	34062949	1.78	44	51	43	17	F
2354815	2010	34062950	2.1099999	44	116	45	16	M
2354815	2010	34062951	1.76	44	26	40	17	F
2354815	2010	34062952	1.76	44	100	28	16	M
2354815	2010	34062953	1.72	44	50	25	17	M
2354815	2010	34062954	1.61	44	33	25	17	M
2354815	2010	34062955	1.61	44	58	31	17	F
2354815	2010	34062956	2	44	48	22	16	M
2354815	2010	34062957	1.95	44	51	27	17	M
2354815	2010	41844985	1.97	44	92	26	17	M
2354815	2010	41845087	1.4400001	44	34	25	16	F
2354815	2010	44869571	1.75	44	19	42	17	F
2354815	2010	44869572	2.05	44	92	30	16	M
2354815	2010	44869573	2.52	44	62	25	17	M
2354815	2010	46353003	1.79	44	109.7	35	17	M
2354815	2010	46353022	2.1400001	44	90	25	16	M
2354815	2010	46839211	1.3099999	44	4	26	16	F
2354815	2010	53135156	1.1900001	44	65	24	17	M
2354815	2010	53135157	1.46	44	50	24	18	F
2354815	2010	53706939	1.95	44	37	32	17	M
2354815	2010	53775745	1.6799999	44	11	22	17	M
2354815	2010	53842799	1.8	44	10	40	17	M
2354815	2010	53842800	2.05	44	47	25	17	F
2354815	2010	53842801	2.0599999	44	37	25	17	M
2354815	2010	53842802	1.55	44	7	17	16	M
2354815	2010	112313051	1.98	44	78	24	17	M
2354815	2010	113993620	1.61	44	24	21	17	F
2354818	2005	38324421	1.28	44	5	19	16	M
2354818	2005	77250599	1.8	44	19	30	17	F
2354818	2005	77920819	1.25	44	23	30	14	F
2354818	2005	103797632	1.16	44	30	22	17	M
2354818	2006	38324421	1.22	44	10	20	16	M
2354818	2006	39272632	2.48	44	129	33	14	M
2354818	2006	41183608	2.46	44	34	26	16	M
2354818	2006	54596611	1.54	44	102	35	17	F
2354818	2007	36256775	1.08	44	16	19	16	M
2354818	2007	39272632	2.78	44	141	34	14	M
2354818	2007	42357766	1.03	44	11.3	22	17	M
2354818	2008	34063009	2.9300001	44	114	34	17	M
2354818	2008	36256775	1.45	44	28	20	16	M
2354818	2008	38384108	1.49	44	20	25	14	M
2354818	2008	39272632	2.7	44	153	35	14	M
2354818	2009	34063009	2.75	44	126	35	17	M
2354818	2009	34063010	1.52	44	55.900002	27	17	M
2354818	2009	36256775	1.49	44	35	21	16	M
2354818	2009	36337291	1.33	44	26.5	20	16	M
2354818	2009	44400588	1.52	44	3	22	17	F
2354818	2010	34063009	2.5999999	44	127	36	17	M
2354818	2010	34063010	1.39	44	57.900002	28	17	M
2354818	2010	46658605	1.41	44	128	34	17	F
2354818	2010	53098340	1.4299999	44	12	20	17	M
2354819	2008	34063011	1.5599999	44	64.300003	29	17	F
2354819	2009	34063011	1.54	44	76.300003	30	17	F
2354819	2010	34063011	1.51	44	88.300003	31	17	F
2354819	2010	53842814	1.51	44	166	48	18	F
2354820	2005	82931389	.73000002	44	20.5	23	15	F
2354820	2006	82931389	.95999998	22	26.5	24	15	F
2354820	2007	82931389	1.54	22	32.5	25	15	F
2354820	2008	34063012	1.16	44	48	28	16	F
2354820	2008	82931389	1.6799999	22	33.5	26	15	F
2354820	2009	34063012	1.48	44	60	29	16	F
2354820	2010	34063012	1.35	44	72	30	16	F
2354821	2005	34063013	1	5	20.9	43	19	M
2354821	2005	34063014	1.71	44	90	27	17	F
2354821	2005	36117074	1.41	44	28	19	16	M
2354821	2005	37367733	2.04	44	67	22	18	F
2354821	2005	38421292	1.71	44	35	37	17	F
2354821	2005	46491645	1.51	44	29	21	18	F
2354821	2005	80108700	1.66	44	73.800003	31	19	F
2354821	2005	100527585	1.6900001	44	64	45	17	F
2354821	2006	34063013	.92000002	5	22.299999	44	19	M
2354821	2006	34063014	1.49	44	102	28	17	F
2354821	2006	38421292	1.52	44	47	38	17	F
2354821	2006	46491645	1.46	44	41	22	18	F
2354821	2007	34063013	.85000002	5	23.6	45	19	M
2354821	2007	34063014	1.47	44	114	29	17	F
2354821	2007	38421292	1.6	44	51	39	17	F
2354821	2007	46491645	1.45	44	53	23	18	F
2354821	2008	34063013	.86000001	5	25	46	19	M
2354821	2008	34063014	1.47	44	126	30	17	F
2354821	2008	46491645	1.4400001	44	64.300003	24	18	F
2354821	2009	34063013	.81	5	26.4	47	19	M
2354821	2009	34063014	1.38	44	138	31	17	F
2354821	2010	34063013	.79000002	5	27.700001	48	19	M
2354821	2010	34063014	1.35	44	150	32	17	F
2354822	2005	34063018	2.28	44	11	21	17	F
2354822	2005	34652756	2.2	44	58.799999	29	17	M
2354822	2005	81958807	5.1900001	44	87	24	17	M
2354822	2006	34063015	2.1600001	44	76	31	17	M
2354822	2006	34063018	2.1900001	44	23	22	17	F
2354822	2006	37437266	2.95	44	49	25	17	M
2354822	2006	106295594	1.91	44	3	20	17	M
2354822	2007	34063015	2.52	44	88	32	17	M
2354822	2007	34063017	1.71	44	19	22	17	M
2354822	2007	34063018	2.54	44	35	23	17	F
2354822	2007	37437266	2.6400001	44	61	26	17	M
2354822	2007	45783843	1.6799999	44	22	24	17	M
2354822	2007	46693598	1.6	44	30	26	13	M
2354822	2007	98233782	1.28	44	2	25	13	M
2354822	2007	106295594	2.54	44	15	21	17	M
2354822	2008	34063015	1.53	44	100	33	17	M
2354822	2008	34063015	2.4000001	44	100	33	17	M
2354822	2008	34063017	1.74	44	31	23	17	M
2354822	2008	34063018	2.47	44	47	24	17	F
2354822	2008	44400589	2.28	44	24	22	17	M
2354822	2008	44400590	2.26	44	17	22	17	M
2354822	2008	45783843	1.71	44	23	25	17	M
2354822	2008	87387384	1.46	44	4	18	17	M
2354822	2009	34063015	1.88	44	112	34	17	M
2354822	2009	34063016	1.36	44	12	29	17	M
2354822	2009	34063017	1.86	44	43	24	17	M
2354822	2009	34063018	2.3800001	44	59	25	17	M
